Time,Time Code,Country Name,Country Code,"Female share of graduates in Natural Sciences, Mathematics and Statistics programmes, tertiary (%) [SE.TER.GRAD.FE.SC.ZS]",GDP per capita (Current US$) [NY.GDP.PCAP.CD],"Government expenditure per student, primary (% of GDP per capita) [SE.XPD.PRIM.PC.ZS]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Population, total [SP.POP.TOTL]","Population, female [SP.POP.TOTL.FE.IN]","Population, female (% of total) [SP.POP.TOTL.FE.ZS]","Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%) [SE.TER.GRAD.FE.SI.ZS]","Gross graduation ratio, primary, female (%) [SE.PRM.CMPL.FE.ZS]","Gross graduation ratio, primary, male (%) [SE.PRM.CMPL.MA.ZS]","Gross graduation ratio, tertiary, female (%) [SE.TER.CMPL.FE.ZS]","Gross graduation ratio, tertiary, male (%) [SE.TER.CMPL.MA.ZS]","Literacy rate, youth (ages 15-24), gender parity index (GPI) [SE.ADT.1524.LT.FM.ZS]",A woman can get a job in the same way as a man (1=yes; 0=no) [SG.GET.JOBS.EQ],A woman can open a bank account in the same way as a man (1=yes; 0=no) [SG.OPN.BANK.EQ],A woman can choose where to live in the same way as a man (1=yes; 0=no) [SG.LOC.LIVE.EQ],"Age at first marriage, female [SP.DYN.SMAM.FE]","Age at first marriage, male [SP.DYN.SMAM.MA]",Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no) [SG.IHT.ASST.PT.EQ],"Children in employment, male (% of male children ages 7-14) [SL.TLF.0714.MA.ZS]","Children in employment, female (% of female children ages 7-14) [SL.TLF.0714.FE.ZS]","Labor force, total [SL.TLF.TOTL.IN]","Labor force, female [SL.TLF.TOTL.FE.IN]","Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]","Retirement age with full benefits, female [SG.AGE.RTRE.FL.FE]","Retirement age with full benefits, male [SG.AGE.RTRE.FL.MA]"
2016,YR2016,Thailand,THA,70.72301,5994.23147547156,..,80.189,72.704,68971331,35310921,51.1965199212606,30.13622,88.49345,93.02181,..,..,..,1,1,1,..,..,1,..,..,38664362,17648033,45.6441852060044,..,..
2016,YR2016,Timor-Leste,TLS,..,1353.74792501854,..,70.781,66.815,1219288,602951,49.4510325279733,..,..,..,..,..,..,1,1,1,23,27.9,1,..,..,497099,226685,45.6015803693027,..,..
2016,YR2016,Togo,TGO,..,597.471088804109,16.16121,61.023,59.398,7509952,3777354,50.2979779364768,..,68.26329,78.78408,..,..,..,1,1,1,..,..,1,..,..,2582427,1235565,47.8451084967745,..,..
2016,YR2016,Tonga,TON,..,4158.28837838716,..,72.544,68.699,101133,50584,50.0173022354488,..,..,..,..,..,..,1,1,1,25.3,27.4,0,..,..,31263,12860,41.1348878866392,..,..
2016,YR2016,Trinidad and Tobago,TTO,..,16176.9473700573,..,75.811,70.466,1377564,696477,50.5585588463105,..,..,..,..,..,..,1,1,1,..,..,1,..,..,670088,285002,42.532025644393,..,..
2016,YR2016,Tunisia,TUN,76.82416,3697.93083126064,..,78.165,74.102,11303946,5702823,50.4498430724432,54.43975,103.72168,99.64351,34.5687294006348,15.3120498657227,..,1,1,1,..,..,0,..,..,4034417,1121967,27.8098917390047,..,..
2016,YR2016,Turkey,TUR,..,10895.3186924719,12.99947,79.816,73.826,79821724,40511232,50.7521383384559,..,..,..,..,..,0.995109975337982,1,1,1,..,..,1,..,..,30828977,9944302,32.2563476562975,..,..
2016,YR2016,Turkmenistan,TKM,..,6389.54840833488,..,71.312,64.4,5662372,2874285,50.7611387526533,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2283080,904911,39.6355362054768,..,..
2016,YR2016,Turks and Caicos Islands,TCA,..,28240.7068027025,..,..,..,36559,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,YR2016,Tuvalu,TUV,..,3255.92869342584,..,..,..,11225,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,YR2016,Uganda,UGA,..,733.431251236802,..,64.018,59.83,39647506,20160911,50.8503897420509,..,52.32109,51.56492,..,..,..,1,1,0,20.7,24.3,0,..,..,14656889,7198557,49.1138126242206,..,..
2016,YR2016,Ukraine,UKR,66.74695,2187.73050991433,26.25312,76.46,66.73,45004674,24174766,53.7161221341786,29.49137,..,..,..,..,..,1,1,1,..,..,1,..,..,20764636,9816455,47.2748715652901,..,..
2016,YR2016,United Arab Emirates,ARE,79.36508,38141.8467585492,..,78.846,76.79,9360980,2823143,30.158621297461,43.46405,106.15444,110.51711,24.2108898162842,10.4225597381592,..,0,1,0,..,..,0,..,..,6612644,1109106,16.7725043114373,..,..
2016,YR2016,United Kingdom,GBR,52.9621,41064.1334316223,24.17334,83,79.4,65611593,33254646,50.6841011540267,38.10313,100.10553,100.38189,..,..,..,1,1,1,..,..,1,..,..,33799601,15728951,46.5359073321605,..,..
2016,YR2016,United States,USA,52.44977,57951.5840820997,19.85908,81.1,76.1,322941311,163180025,50.5293128025686,33.98544,..,..,..,..,..,1,1,1,..,..,1,..,..,162552800,74564338,45.8708419664257,..,..
2016,YR2016,Uruguay,URY,..,15387.14403013,12.39083,81.115,73.662,3424132,1772132,51.7542074080521,..,103.07557,103.70979,..,..,1.00571000576019,1,1,1,..,..,1,..,..,1750925,795117,45.41125405143,..,..
2016,YR2016,Uzbekistan,UZB,..,2567.79920656883,..,73.328,69.004,31847900,15978186,50.1702974385684,..,94.11424,96.10634,..,..,1,1,1,1,..,..,1,..,..,14162987,5722001,40.4010891205365,..,..
2016,YR2016,Vanuatu,VUT,..,2889.85303623403,..,71.674,68.544,278330,137123,49.2663279751083,..,..,..,..,..,..,1,1,0,..,..,1,..,..,119016,51851,43.566411238825,..,..
2016,YR2016,"Venezuela, RB",VEN,..,..,..,76.353,68.687,29846179,15037987,50.3849671415759,..,96.96804,95.38962,..,..,1.00656998157501,1,1,1,..,..,1,..,..,13319573,5226169,39.2367608180833,..,..
2016,YR2016,Vietnam,VNM,50.58663,2192.21453866566,..,79.294,71.049,93638724,46943305,50.1323632253524,36.50885,105.99129,104.29314,22.3665199279785,18.7957897186279,..,1,1,1,..,..,1,..,..,55859289,26693530,47.7870923133304,..,..
2016,YR2016,Virgin Islands (U.S.),VIR,..,35931.5412519766,..,82.7,76,107510,56306,52.3729120758569,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52339,25687,49.0781252985346,..,..
2016,YR2016,West Bank and Gaza,PSE,75.56742,3527.61382413178,..,75.307,71.945,4367088,2151335,49.2624541487655,46.64345,97.1326,95.82776,43.6925888061523,25.3087291717529,0.998610019683838,0,1,0,..,..,0,..,..,1150558,223789,19.4504753345768,..,..
2016,YR2016,"Yemen, Rep.",YEM,..,1138.68299471073,..,67.789,64.417,27168210,13475302,49.5995209106526,..,54.11342,70.15546,..,..,..,0,1,0,..,..,0,..,..,6096806,486864,7.98555833989141,..,..
2016,YR2016,Zambia,ZMB,..,1280.57844679257,12.91385,65.168,59.697,16363507,8264715,50.5069927495114,..,81.07713,83.63265,..,..,..,1,1,1,..,..,1,..,..,6649721,3194517,48.0398651311837,..,..
2016,YR2016,Zimbabwe,ZWE,..,1464.58352903946,..,61.719,58.565,14030390,7356159,52.4301837917233,..,..,..,..,..,..,1,1,1,..,..,1,..,..,6686432,3406080,50.9401725763457,..,..
2017,YR2017,Arab World,ARB,..,6108.58822028271,..,73.4933662678094,69.9212501372685,411898967,198598089,48.2152431083629,..,..,..,..,..,0.949299991130829,..,..,..,..,..,..,..,..,133065712,27990859,21.0353636171421,..,..
2017,YR2017,Caribbean small states,CSS,..,9767.97005850011,23.44592,75.7746740015787,71.3399789842254,7314986,3623220,50.3820392532285,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3374290,1485601,44.0270563505044,..,..
2017,YR2017,Central Europe and the Baltics,CEB,..,14244.8644785917,..,80.7134709559729,73.3692968326191,102738653,53018457,51.6051702631852,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49833643,22434150,45.0180843695911,..,..
2017,YR2017,Early-demographic dividend,EAR,..,3555.34490649832,..,72.1587091043994,68.47722746452,3206361028,1573311047,49.0684310629448,..,..,..,..,..,0.9723299741745,..,..,..,..,..,..,..,..,1261513651,375030546,29.7286159133287,..,..
2017,YR2017,East Asia & Pacific,EAS,..,10467.4430246664,..,78.5061916890248,73.405621435981,2314097713,1140747266,49.3000756966851,..,..,..,..,..,0.999970018863678,..,..,..,..,..,..,..,..,1259623343,545390359,43.2978924583949,..,..
2017,YR2017,East Asia & Pacific (excluding high income),EAP,..,7173.56731526143,..,77.5631021007142,72.6070251901888,2068142784,1016121452,49.1350452902553,..,..,..,..,..,0.999819993972778,..,..,..,..,..,..,..,..,1128058486,487890931,43.2504998178352,..,..
2017,YR2017,East Asia & Pacific (IDA & IBRD),TEA,..,7249.10181549539,..,77.5918593474197,72.6591178046408,2042687863,1003127818,49.1106350927266,..,..,..,..,..,0.999809980392456,..,..,..,..,..,..,..,..,1111727747,480188968,43.1930364001188,..,..
2017,YR2017,Euro area,EMU,..,37140.6698528957,..,84.5646582737019,79.4339855113359,341163597,174446501,51.1328001578094,..,..,..,..,..,..,..,..,..,..,..,..,..,..,164509205,75797700,46.0750509371193,..,..
2017,YR2017,Europe & Central Asia,ECS,..,23629.1062237995,..,81.0185957342514,74.7453041012187,914585461,470413189,51.5585848745722,..,..,..,..,..,0.999710023403168,..,..,..,..,..,..,..,..,436273211,197424700,45.252537384206,..,..
2017,YR2017,Europe & Central Asia (excluding high income),ECA,..,7879.81868059063,..,77.4638832883001,69.5465341857174,395289709,205398602,52.1980376338047,..,..,..,..,..,0.999450027942657,..,..,..,..,..,..,..,..,182192276,80586332,44.2314746879361,..,..
2017,YR2017,Europe & Central Asia (IDA & IBRD),TEC,..,8552.95274227593,..,77.9219805689111,70.0570128692549,456976356,237157579,52.1013203659014,..,..,..,..,..,0.999549984931946,..,..,..,..,..,..,..,..,211566573,93584236,44.2339418546421,..,..
2017,YR2017,European Union,EUU,..,33080.9186444207,..,83.7467776786209,78.2603289123493,446131273,228284676,51.1698436921971,..,..,..,..,..,..,..,..,..,..,..,..,..,..,215672904,98855909,45.8360360372391,..,..
2017,YR2017,Fragile and conflict affected situations,FCS,..,2055.57360374933,..,62.9586626098988,59.4472143237042,763578047,380689515,49.9777746372888,..,..,..,..,..,0.881470024585724,..,..,..,..,..,..,..,..,263025333,106321667,40.4225961002775,..,..
2017,YR2017,Heavily indebted poor countries (HIPC),HPC,..,939.509103511369,..,64.4857339646215,61.0100777296068,759106221,380639814,50.1431560127399,..,..,..,..,..,0.920180022716522,..,..,..,..,..,..,..,..,298207802,134659697,45.1563292767236,..,..
2017,YR2017,High income,HIC,..,42013.8899019256,..,83.2813674824771,78.0612077938551,1225031038,615244465,50.2563666207734,..,..,..,..,..,..,..,..,..,..,..,..,..,..,618366262,272927891,44.1369305427324,..,..
2017,YR2017,IBRD only,IBD,..,6094.41443043091,..,75.6389297770126,70.9367349391297,4736170185,2336207746,49.3277998294725,..,..,..,..,..,0.988460004329681,..,..,..,..,..,..,..,..,2182958321,808525252,37.0380527636634,..,..
2017,YR2017,IDA & IBRD total,IBT,..,4889.16008178088,..,73.0904034713674,68.77847420549,6333386949,3132233730,49.4716399736901,..,..,..,..,..,0.967329978942871,..,..,..,..,..,..,..,..,2795138259,1054792450,37.736682585426,..,..
2017,YR2017,IDA blend,IDB,..,1718.48233204613,..,63.0611799315786,60.755695817189,536862922,264562643,49.2859259535191,..,..,..,..,..,0.878180027008057,..,..,..,..,..,..,..,..,188588311,68249257,36.189547632199,..,..
2017,YR2017,IDA only,IDX,..,1118.02654719899,..,66.880136921282,63.0946720247442,1060353842,531463341,50.2094142447911,..,..,..,..,..,0.93834000825882,..,..,..,..,..,..,..,..,423591628,178017941,42.0258404114969,..,..
2017,YR2017,IDA total,IDA,..,1319.41219090651,..,65.6108902195321,62.2980130917005,1597216764,796025984,49.8986731103221,..,..,..,..,..,..,..,..,..,..,..,..,..,..,612179939,246267197,40.2279105384801,..,..
2017,YR2017,Late-demographic dividend,LTE,..,9029.71173792667,..,78.8644419947645,73.3747407424303,2275534160,1126373222,49.4992884901858,..,..,..,..,..,1.00094997882843,..,..,..,..,..,..,..,..,1240588242,541677008,43.6629165180037,..,..
2017,YR2017,Latin America & Caribbean,LCN,..,9448.25547897868,..,78.4751786261194,72.1126885744077,634554056,322128663,50.7910440510326,..,..,..,..,..,1.00382995605469,..,..,..,..,..,..,..,..,304274133,126344749,41.5233300213638,..,..
2017,YR2017,Latin America & Caribbean (excluding high income),LAC,..,9005.7993239704,..,78.2990948794836,71.900160731038,602435369,305896100,50.7826075791127,..,..,..,..,..,1.00397002696991,..,..,..,..,..,..,..,..,289168907,119960143,41.4844554552487,..,..
2017,YR2017,Latin America & Caribbean (IDA & IBRD),TLA,..,9303.04856215472,..,78.4085256168339,72.0031412807009,618641500,314139172,50.7890101318526,..,..,..,..,..,1.0038800239563,..,..,..,..,..,..,..,..,297627543,123668924,41.5515735435533,..,..
2017,YR2017,Least developed countries: UN classification,LDC,..,1047.70805894462,..,66.5845354613761,62.8703090384497,986365080,495928696,50.2789914080087,..,..,..,..,..,0.934140026569366,..,..,..,..,..,..,..,..,398591594,169993684,42.6485875665506,..,..
2017,YR2017,Low & middle income,LMY,..,4753.28273311431,..,72.9958571285394,68.7183250847561,6284043441,3106734495,49.4541043492901,..,..,..,..,..,0.967149972915649,..,..,..,..,..,..,..,..,2774217924,1045784377,37.6965475414121,..,..
2017,YR2017,Low income,LIC,..,792.826294086647,..,65.0495541926664,61.2442654906355,634796692,318529778,50.1782352409483,..,..,..,..,..,0.901859998703003,..,..,..,..,..,..,..,..,245069382,107007711,43.6642507372229,..,..
2017,YR2017,Lower middle income,LMC,..,2037.37364885081,..,69.936376690468,66.5685410033396,2831466703,1388536577,49.0394810846345,..,..,..,..,..,0.954909980297089,..,..,..,..,..,..,..,..,1077858351,325928517,30.2385297746076,..,..
2017,YR2017,Middle East & North Africa,MEA,..,7416.58584269787,..,75.7319980505566,72.2433869203431,441255236,212793051,48.2244816986339,..,..,..,..,..,0.959510028362274,..,..,..,..,..,..,..,..,147957465,30579947,20.668064554876,..,..
2017,YR2017,Middle East & North Africa (excluding high income),MNA,..,3815.06235567043,..,75.3351521364804,71.560181502266,376546755,186719687,49.5873842386853,..,..,..,..,..,0.954959988594055,..,..,..,..,..,..,..,..,115373859,23744628,20.580595807572,..,..
2017,YR2017,Middle East & North Africa (IDA & IBRD),TMN,..,3816.59680341189,..,75.3338336382715,71.5536050873126,372091950,184524826,49.5911897899145,..,..,..,..,..,0.954240024089813,..,..,..,..,..,..,..,..,114183880,23511176,20.5906267926676,..,..
2017,YR2017,Middle income,MIC,..,5196.35976092234,..,73.9036577985016,69.5451011199345,5649246749,2788204717,49.3727062984722,..,..,..,..,..,0.975989997386932,..,..,..,..,..,..,..,..,2529148542,938776666,37.1182891660159,..,..
2017,YR2017,North America,NAC,..,58564.1583184882,..,81.4025878475672,76.4849467810676,361592733,182612456,50.5111697828899,..,..,..,..,..,..,..,..,..,..,..,..,..,..,184423518,85133368,46.161882672686,..,..
2017,YR2017,OECD members,OED,..,37416.3149985587,..,82.6957820981724,77.4126377279134,1344872020,683595088,50.8297501417937,..,..,..,..,..,..,..,..,..,..,..,..,..,..,664189209,293311273,44.1608005709108,..,..
2017,YR2017,Other small states,OSS,..,13230.8250084338,..,69.8826795102961,66.7511287268499,30148800,14137359,46.9443763846893,..,..,..,..,..,0.997489988803864,..,..,..,..,..,..,..,..,13725237,5208208,37.9462098984214,..,..
2017,YR2017,Pacific island small states,PSS,..,4216.56193921309,..,71.7029553818487,67.9923742582695,2422086,1143817,49.2605224803594,..,..,..,..,..,..,..,..,..,..,..,..,..,..,881733,356709,40.4556708209855,..,..
2017,YR2017,Post-demographic dividend,PST,..,42929.5335974392,..,83.3025930819017,78.0403387553881,1105771602,563080293,50.9219345257235,..,..,..,..,..,..,..,..,..,..,..,..,..,..,558078598,254744434,45.6466945539453,..,..
2017,YR2017,Pre-demographic dividend,PRE,..,1416.52067917685,..,62.0443765000524,58.8197065298203,894512725,447124121,49.9852162340602,..,..,..,..,..,0.892040014266968,..,..,..,..,..,..,..,..,320188658,141948738,44.3328434690124,..,..
2017,YR2017,Small states,SST,..,12048.3497736171,..,71.1220766731188,67.6117963935301,39885872,18904396,47.7039278154716,..,..,..,..,..,1.00443994998932,..,..,..,..,..,..,..,..,17981260,7050518,39.2103713738017,..,..
2017,YR2017,South Asia,SAS,..,1866.1590187187,..,70.5057232380422,67.9493897249746,1792835608,866897712,48.3534412711428,..,..,..,..,..,0.951070010662079,..,..,..,..,..,..,..,..,657691454,147703753,22.4579097237289,..,..
2017,YR2017,South Asia (IDA & IBRD),TSA,..,1866.1590187187,..,70.5057232380422,67.9493897249746,1792835608,866897712,48.3534412711428,..,..,..,..,..,0.951070010662079,..,..,..,..,..,..,..,..,657691454,147703753,22.4579097237289,..,..
2017,YR2017,Sub-Saharan Africa,SSF,..,1563.37508530051,..,62.6316908721786,59.1427144394588,1050153672,526386623,50.1247233572959,..,..,..,..,..,0.920910000801086,..,..,..,..,..,..,..,..,402341062,186135393,46.2630857727635,..,..
2017,YR2017,Sub-Saharan Africa (excluding high income),SSA,..,1551.29750686062,..,62.6117351147261,59.1271259997715,1048793216,525700942,50.1243652101989,..,..,..,..,..,0.920809984207153,..,..,..,..,..,..,..,..,401732942,185898590,46.2741708830332,..,..
2017,YR2017,Sub-Saharan Africa (IDA & IBRD),TSS,..,1563.37508530051,..,62.6316908721786,59.1427144394588,1050153672,526386623,50.124723357296,..,..,..,..,..,0.920910000801086,..,..,..,..,..,..,..,..,402341062,186135393,46.2630857727635,..,..
2017,YR2017,Upper middle income,UMC,..,8368.52809406641,..,77.8393871134132,72.5780043544127,2817780046,1399668140,49.7077864171895,..,..,..,..,..,1.00090003013611,..,..,..,..,..,..,..,..,1451290191,612848149,42.2278159668207,..,..
2017,YR2017,World,WLD,..,10827.7032622136,..,74.6960557011182,70.2217811247523,7509074479,3721978960,49.5849468793875,..,..,..,..,..,0.971409976482391,..,..,..,..,..,..,..,..,3392584186,1318712268,38.8704360429566,..,..
2017,YR2017,Afghanistan,AFG,..,519.884773089339,10.25174,65.656,62.701,36296400,17644266,48.611615718279,..,46.09493,70.13992,..,..,..,1,1,0,..,..,0,..,..,9948739,2078526,20.8923563076687,..,..
2017,YR2017,Albania,ALB,68.59599,4531.02080555986,34.18148,80.148,76.601,2873457,1409327,49.0463977665664,48.60221,102.77022,99.90951,57.6837196350098,30.6606693267822,..,1,1,1,..,..,1,..,..,1344945,554723,41.2450323247419,..,..
2017,YR2017,Algeria,DZA,..,4111.29411013269,..,77.735,75.307,41389198,20482430,49.4873804439779,..,118.81028,105.53681,35.0874099731445,18.1024799346924,..,1,1,1,..,..,0,..,..,12464049,2542120,20.3956194331393,..,..
2017,YR2017,American Samoa,ASM,..,10823.4448040273,..,..,..,55620,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Andorra,AND,..,38962.8803536703,12.72411,..,..,77001,..,..,66.66667,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Angola,AGO,..,4095.81294155857,..,63.252,57.677,29816748,15067439,50.5334766486604,..,..,..,..,..,..,1,1,1,..,..,1,..,..,12269158,6153426,50.1536128233087,..,..
2017,YR2017,Antigua and Barbuda,ATG,..,15383.4151884998,..,77.871,75.571,95426,49440,51.8092742991878,..,93.98827,97.41379,..,..,..,1,1,0,..,..,1,..,..,..,..,..,..,..
2017,YR2017,Argentina,ARG,..,14613.0418246696,14.97726,79.726,72.924,44044811,22572521,51.2489899491189,..,107.2584,105.1311,..,..,..,1,1,1,..,..,1,..,..,20034606,8483371,42.3435878898742,..,..
2017,YR2017,Armenia,ARM,60.86957,3914.5012684128,10.15365,78.165,71.115,2944809,1559438,52.955474908389,32.83465,86.72213,84.85346,49.9204216003418,39.7172508239746,1.00053000450134,1,1,1,..,..,1,..,..,1298429,599222,46.1497702223225,..,..
2017,YR2017,Aruba,ABW,..,29007.6930034887,..,78.372,73.488,105366,55331,52.5127893622878,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Australia,AUS,51.28372,54027.9668184568,..,84.6,80.5,24601860,12349632,50.197959138598,32.07578,..,..,74.3064880371094,50.6252098083496,..,1,1,1,..,..,1,..,..,12988277,6018750,46.3398647873001,..,..
2017,YR2017,Austria,AUT,..,47426.5119597773,..,84,79.4,8797566,4478340,50.9043071000109,..,..,..,..,..,..,1,1,1,..,..,1,..,..,4566592,2128849,46.6178936064356,..,..
2017,YR2017,Azerbaijan,AZE,70.37618,4147.08971569171,..,75.215,70.128,9854033,4942298,50.1550788212384,40.06507,107.25809,110.24089,20.469539642334,18.5202407836914,0.999520003795624,1,1,1,24.2,28.1,1,..,..,5033710,2453019,48.7318300021257,..,..
2017,YR2017,"Bahamas, The",BHS,..,32718.6381008013,..,75.718,71.3,381761,196371,51.4382486922035,..,..,..,..,..,..,1,1,1,..,..,1,..,..,222770,107263,48.1496610854244,..,..
2017,YR2017,Bahrain,BHR,80.19802,23742.9850166355,..,78.143,76.188,1494074,554226,37.0949422285465,44.28274,99.96501,97.35438,34.202449798584,12.2828302383423,0.990939974784851,0,1,0,..,..,0,..,..,869477,181912,20.9220025371574,..,..
2017,YR2017,Bangladesh,BGD,12.99893,1563.91369862485,..,73.978,70.409,159670593,78809034,49.3572628649675,19.77568,92.03006,74.60155,..,..,1.03005003929138,1,1,1,..,..,0,..,..,67456048,20354292,30.1741542878409,..,..
2017,YR2017,Barbados,BRB,..,17391.4258663397,..,80.307,77.562,286233,148008,51.7089463331808,..,89.0625,86.4461,..,..,..,1,1,1,..,..,1,..,..,155141,76657,49.4111807968235,..,..
2017,YR2017,Belarus,BLR,60.72826,5761.74712023007,..,79.2,69.3,9498264,5077542,53.4575814162466,26.73484,96.92618,94.87953,..,..,..,1,1,1,..,..,1,..,..,5097254,2522072,49.4790332206321,..,..
2017,YR2017,Belgium,BEL,41.40052,44192.6230270333,..,83.9,79.2,11375158,5766141,50.6906454711101,25.83196,..,..,36.8465118408203,22.3725109100342,..,1,1,1,..,..,1,..,..,5037594,2309180,45.838946131824,..,..
2017,YR2017,Belize,BLZ,..,4887.5772083381,16.55987,77.453,71.533,375769,188476,50.1574080234183,..,106.21871,103.72925,..,..,..,1,1,1,..,..,1,..,..,168353,64809,38.4958984989872,..,..
2017,YR2017,Benin,BEN,..,1136.59284704681,..,62.687,59.633,11175204,5600901,50.1190046667655,..,37.39879,42.17725,..,..,..,1,1,0,..,..,1,..,..,4536728,2228868,49.1294166192022,..,..
2017,YR2017,Bermuda,BMU,83.33333,111820.581466347,..,85.35,77.72,63873,..,..,21.42857,..,..,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Bhutan,BTN,..,3286.57470287488,..,71.444,70.822,745568,351066,47.0871006206048,..,106.55258,95.27738,..,..,0.995940029621124,1,1,1,23.8,26.4,1,..,..,366411,150315,41.0236046406904,..,..
2017,YR2017,Bolivia,BOL,..,3351.1240444427,..,73.878,68.173,11192854,5570366,49.7671683886137,..,90.21919,91.07079,..,..,..,1,1,1,..,..,1,..,..,5292226,2270979,42.9116027924733,..,..
2017,YR2017,Bosnia and Herzegovina,BIH,70.59524,5394.59122017677,..,79.581,74.622,3351527,1709258,50.9993931137205,42.91168,..,..,..,..,..,1,1,1,..,..,1,..,..,1329017,526783,39.6370400077651,..,..
2017,YR2017,Botswana,BWA,..,7893.23253363666,..,71.559,65.79,2205128,1142634,51.8171255775311,..,..,..,..,..,..,1,1,1,22.9,..,0,..,..,1023272,499374,48.8016871369489,..,..
2017,YR2017,Brazil,BRA,59.49238,9925.38623770041,..,79.156,71.804,207833831,105601740,50.8106594294745,36.64406,102.71874,106.90658,..,..,1.00643002986908,1,1,1,..,..,1,..,..,104268846,45232664,43.3808042720642,..,..
2017,YR2017,British Virgin Islands,VGB,..,..,6.24826,..,..,29577,..,..,..,47.80488,55.04587,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Brunei Darussalam,BRN,..,28572.1467776509,..,76.819,74.454,424473,203749,48.0004994334258,..,103.9557,106.26123,..,..,..,1,1,0,..,..,0,..,..,212574,90636,42.6373874509583,..,..
2017,YR2017,Bulgaria,BGR,68.08285,8334.08172775332,..,78.4,71.4,7075947,3636886,51.3978693555409,36.87189,..,..,58.1222915649414,38.521369934082,..,1,1,1,32.5,35.6,1,..,..,3357463,1557908,46.401345301497,..,..
2017,YR2017,Burkina Faso,BFA,10.69574,734.994429826895,..,61.43,59.981,19193284,9621412,50.1290558819784,15.09993,..,..,..,..,..,1,1,0,20,26.4,1,..,..,7005191,3130865,44.693499434919,..,..
2017,YR2017,Burundi,BDI,21.09181,292.997630684415,..,62.675,59.092,10827024,5461521,50.4434188201544,18.16911,52.57534,43.00841,..,..,0.940509974956512,1,1,1,..,..,0,..,..,4660955,2420714,51.9360088222263,..,..
2017,YR2017,Cabo Verde,CPV,40.625,3292.64575457372,16.65962,75.812,69.089,537497,267872,49.836929929172,30.64516,87.79047,85.65846,13.5831804275513,7.37124013900757,..,1,1,1,..,..,1,..,..,228840,100105,43.7445376682398,..,..
2017,YR2017,Cambodia,KHM,..,1385.2599796333,..,71.318,67.062,16009414,8198028,51.2075427125279,..,83.99306,77.75093,..,..,..,1,1,1,..,..,1,..,..,9049870,4433597,48.9907258336308,..,..
2017,YR2017,Cameroon,CMR,36.26374,1425.10781805333,..,59.795,57.235,24566045,12286560,50.0144019780128,32.27844,43.99867,47.26225,..,..,..,0,0,0,..,..,1,..,..,10703273,5032385,47.0172535074084,..,..
2017,YR2017,Canada,CAN,..,45148.5527061655,..,84.1,79.9,36543321,18418770,50.4025621628782,..,..,..,..,..,..,1,1,1,..,..,1,..,..,20166001,9532887,47.2720744187209,..,..
2017,YR2017,Cayman Islands,CYM,..,81302.122965073,..,..,..,63382,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Central African Republic,CAF,..,450.900244979058,..,54.354,50.152,4596028,2318150,50.4381070329718,..,..,..,..,..,..,1,1,0,..,..,1,..,..,1841910,838564,45.5268715626714,..,..
2017,YR2017,Chad,TCD,..,665.94835269506,..,55.132,52.315,15016773,7521764,50.0890837911052,..,..,..,..,..,..,0,0,0,..,..,1,..,..,5597044,2543673,45.4467215194306,..,..
2017,YR2017,Channel Islands,CHI,..,..,..,84.677,80.769,168665,85255,50.5472353645667,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84217,37508,44.5373261930489,..,..
2017,YR2017,Chile,CHL,46.45613,14999.3700885512,18.38536,82.333,77.333,18470439,9373185,50.746953171379,18.82858,94.17974,95.45893,..,..,1.00005996227264,1,1,1,..,..,1,..,..,9208791,3856337,41.8766915222639,..,..
2017,YR2017,China,CHN,..,8879.43866711346,..,78.828,74.315,1386395000,674707818,48.6663481812862,..,97.94807,95.67479,37.1287498474121,29.2182693481445,..,1,1,1,..,..,1,..,..,787183184,344784090,43.7997275612534,..,..
2017,YR2017,Colombia,COL,52.66362,6376.70671552601,17.84725,79.694,74.124,48909844,24919763,50.9504037673888,34.06387,106.39992,104.20207,28.3227195739746,19.4251708984375,..,1,1,1,..,..,1,..,..,25865153,11165523,43.1682078199963,..,..
2017,YR2017,Comoros,COM,..,1323.81158996501,..,65.675,62.21,813892,403369,49.5605057194461,..,..,..,..,..,..,0,1,0,..,..,0,..,..,222594,82934,37.2579674205055,..,..
